Decentralized,20,35.0,0,812,-216.909637451172,-12.6117258071899
Decentralized,20,35.0,1,812,-255.517929077148,-19.494686126709
Decentralized,20,35.0,2,812,-255.693450927734,-5.22549438476563
Decentralized,20,35.0,3,812,-244.555084228516,14.4904699325562
Decentralized,20,35.0,4,812,-261.444793701172,-14.5479431152344
Decentralized,20,35.0,5,812,-263.521545410156,-23.4902381896973
Decentralized,20,35.0,6,812,-234.589645385742,-10.0757541656494
Decentralized,20,35.0,7,812,-256.641357421875,19.071870803833
Decentralized,20,35.0,8,812,-242.199630737305,17.2593231201172
Decentralized,20,35.0,9,812,-248.933151245117,15.1768264770508
Decentralized,20,35.0,10,812,-232.164489746094,7.76767444610596
Decentralized,20,35.0,11,812,-260.149200439453,24.1348152160645
Decentralized,20,35.0,12,812,-216.377166748047,23.5337467193604
Decentralized,20,35.0,13,812,-221.975387573242,3.62932682037354
Decentralized,20,35.0,14,812,-262.200592041016,-16.1818542480469
Decentralized,20,35.0,15,812,-224.920471191406,-21.2590236663818
Decentralized,20,35.0,16,812,-225.709259033203,-22.2239246368408
Decentralized,20,35.0,17,812,-240.02702331543,13.8909702301025
Decentralized,20,35.0,18,812,-219.709671020508,10.4672794342041
Decentralized,20,35.0,19,812,-247.095550537109,9.36043262481689
Decentralized,20,35.0,0,930,-205.26496887207,-12.611328125
Decentralized,20,35.0,1,930,-243.873260498047,-19.494140625
Decentralized,20,35.0,2,930,-244.048782348633,-5.224609375
Decentralized,20,35.0,3,930,-232.910415649414,14.490234375
Decentralized,20,35.0,4,930,-249.80012512207,-14.548828125
Decentralized,20,35.0,5,930,-251.876876831055,-23.490234375
Decentralized,20,35.0,6,930,-222.944976806641,-10.076171875
Decentralized,20,35.0,7,930,-244.996688842773,19.072265625
Decentralized,20,35.0,8,930,-230.554962158203,17.259765625
Decentralized,20,35.0,9,930,-237.288482666016,15.177734375
Decentralized,20,35.0,10,930,-220.519821166992,7.767578125
Decentralized,20,35.0,11,930,-248.504531860352,24.134765625
Decentralized,20,35.0,12,930,-204.732498168945,23.533203125
Decentralized,20,35.0,13,930,-210.330718994141,3.62890625
Decentralized,20,35.0,14,930,-250.555923461914,-16.181640625
Decentralized,20,35.0,15,930,-213.275802612305,-21.259765625
Decentralized,20,35.0,16,930,-214.064590454102,-22.224609375
Decentralized,20,35.0,17,930,-228.382354736328,13.890625
Decentralized,20,35.0,18,930,-208.065002441406,10.466796875
Decentralized,20,35.0,19,930,-235.450881958008,9.361328125
Decentralized,20,35.0,0,1028,-194.693206787109,-12.611328125
Decentralized,20,35.0,1,1028,-233.301498413086,-19.494140625
Decentralized,20,35.0,2,1028,-233.477020263672,-5.224609375
Decentralized,20,35.0,3,1028,-222.338653564453,14.490234375
Decentralized,20,35.0,4,1028,-239.228363037109,-14.548828125
Decentralized,20,35.0,5,1028,-241.305114746094,-23.490234375
Decentralized,20,35.0,6,1028,-212.37321472168,-10.076171875
Decentralized,20,35.0,7,1028,-234.424926757813,19.072265625
Decentralized,20,35.0,8,1028,-219.983200073242,17.259765625
Decentralized,20,35.0,9,1028,-226.716720581055,15.177734375
Decentralized,20,35.0,10,1028,-209.948059082031,7.767578125
Decentralized,20,35.0,11,1028,-237.932769775391,24.134765625
Decentralized,20,35.0,12,1028,-194.160736083984,23.533203125
Decentralized,20,35.0,13,1028,-199.75895690918,3.62890625
Decentralized,20,35.0,14,1028,-239.984161376953,-16.181640625
Decentralized,20,35.0,15,1028,-202.704040527344,-21.259765625
Decentralized,20,35.0,16,1028,-203.492828369141,-22.224609375
Decentralized,20,35.0,17,1028,-217.810592651367,13.890625
Decentralized,20,35.0,18,1028,-197.493240356445,10.466796875
Decentralized,20,35.0,19,1028,-224.879119873047,9.361328125
Decentralized,20,35.0,0,1135,-186.228408813477,-12.611328125
Decentralized,20,35.0,1,1135,-224.836700439453,-19.494140625
Decentralized,20,35.0,2,1135,-225.012222290039,-5.224609375
Decentralized,20,35.0,3,1135,-213.87385559082,14.490234375
Decentralized,20,35.0,4,1135,-230.763565063477,-14.548828125
Decentralized,20,35.0,5,1135,-232.840316772461,-23.490234375
Decentralized,20,35.0,6,1135,-203.908416748047,-10.076171875
Decentralized,20,35.0,7,1135,-225.96012878418,19.072265625
Decentralized,20,35.0,8,1135,-211.518402099609,17.259765625
Decentralized,20,35.0,9,1135,-218.251922607422,15.177734375
Decentralized,20,35.0,10,1135,-201.483261108398,7.767578125
Decentralized,20,35.0,11,1135,-229.467971801758,24.134765625
Decentralized,20,35.0,12,1135,-185.695938110352,23.533203125
