Decentralized,20,47.0,0,856,-229.31494140625,3.30550074577332
Decentralized,20,47.0,1,856,-261.746398925781,18.7081718444824
Decentralized,20,47.0,2,856,-240.970443725586,-6.20188999176025
Decentralized,20,47.0,3,856,-242.920455932617,-1.4231219291687
Decentralized,20,47.0,4,856,-230.648391723633,-0.899538397789
Decentralized,20,47.0,5,856,-216.610626220703,7.39103841781616
Decentralized,20,47.0,6,856,-250.209884643555,23.084041595459
Decentralized,20,47.0,7,856,-252.712219238281,-8.00433158874512
Decentralized,20,47.0,8,856,-222.759216308594,-13.6466627120972
Decentralized,20,47.0,9,856,-258.750518798828,-20.3080024719238
Decentralized,20,47.0,10,856,-250.143890380859,17.2110290527344
Decentralized,20,47.0,11,856,-218.630905151367,-3.0220673084259
Decentralized,20,47.0,12,856,-232.609817504883,-23.092004776001
Decentralized,20,47.0,13,856,-236.606719970703,8.7680606842041
Decentralized,20,47.0,14,856,-261.345153808594,8.85846900939941
Decentralized,20,47.0,15,856,-224.602951049805,6.62626647949219
Decentralized,20,47.0,16,856,-242.10774230957,-7.93414115905762
Decentralized,20,47.0,17,856,-251.739532470703,-16.1683082580566
Decentralized,20,47.0,18,856,-244.270385742188,-17.2376461029053
Decentralized,20,47.0,19,856,-239.139511108398,-16.7570819854736
Decentralized,20,47.0,0,974,-217.670272827148,3.3056640625
Decentralized,20,47.0,1,974,-250.10173034668,18.7080078125
Decentralized,20,47.0,2,974,-229.325775146484,-6.2021484375
Decentralized,20,47.0,3,974,-231.275787353516,-1.4228515625
Decentralized,20,47.0,4,974,-219.003723144531,-0.8994140625
Decentralized,20,47.0,5,974,-204.965957641602,7.390625
Decentralized,20,47.0,6,974,-238.565216064453,23.083984375
Decentralized,20,47.0,7,974,-241.06755065918,-8.00390625
Decentralized,20,47.0,8,974,-211.114547729492,-13.646484375
Decentralized,20,47.0,9,974,-247.105850219727,-20.3076171875
Decentralized,20,47.0,10,974,-238.499221801758,17.2109375
Decentralized,20,47.0,11,974,-206.986236572266,-3.0224609375
Decentralized,20,47.0,12,974,-220.965148925781,-23.091796875
Decentralized,20,47.0,13,974,-224.962051391602,8.767578125
Decentralized,20,47.0,14,974,-249.700485229492,8.8583984375
Decentralized,20,47.0,15,974,-212.958282470703,6.6259765625
Decentralized,20,47.0,16,974,-230.463073730469,-7.9345703125
Decentralized,20,47.0,17,974,-240.094863891602,-16.16796875
Decentralized,20,47.0,18,974,-232.625717163086,-17.2373046875
Decentralized,20,47.0,19,974,-227.494842529297,-16.7568359375
Decentralized,20,47.0,0,1072,-207.098510742188,3.3056640625
Decentralized,20,47.0,1,1072,-239.529968261719,18.7080078125
Decentralized,20,47.0,2,1072,-218.754013061523,-6.2021484375
Decentralized,20,47.0,3,1072,-220.704025268555,-1.4228515625
Decentralized,20,47.0,4,1072,-208.43196105957,-0.8994140625
Decentralized,20,47.0,5,1072,-194.394195556641,7.390625
Decentralized,20,47.0,6,1072,-227.993453979492,23.083984375
Decentralized,20,47.0,7,1072,-230.495788574219,-8.00390625
Decentralized,20,47.0,8,1072,-200.542785644531,-13.646484375
Decentralized,20,47.0,9,1072,-236.534088134766,-20.3076171875
Decentralized,20,47.0,10,1072,-227.927459716797,17.2109375
Decentralized,20,47.0,11,1072,-196.414474487305,-3.0224609375
Decentralized,20,47.0,12,1072,-210.39338684082,-23.091796875
Decentralized,20,47.0,13,1072,-214.390289306641,8.767578125
Decentralized,20,47.0,14,1072,-239.128723144531,8.8583984375
Decentralized,20,47.0,15,1072,-202.386520385742,6.6259765625
Decentralized,20,47.0,16,1072,-219.891311645508,-7.9345703125
Decentralized,20,47.0,17,1072,-229.523101806641,-16.16796875
Decentralized,20,47.0,18,1072,-222.053955078125,-17.2373046875
Decentralized,20,47.0,19,1072,-216.923080444336,-16.7568359375
Decentralized,20,47.0,0,1178,-198.633712768555,3.3056640625
Decentralized,20,47.0,1,1178,-231.065170288086,18.7080078125
Decentralized,20,47.0,2,1178,-210.289215087891,-6.2021484375
Decentralized,20,47.0,3,1178,-212.239227294922,-1.4228515625
Decentralized,20,47.0,4,1178,-199.967163085938,-0.8994140625
Decentralized,20,47.0,5,1178,-185.929397583008,7.390625
Decentralized,20,47.0,6,1178,-219.528656005859,23.083984375
Decentralized,20,47.0,7,1178,-222.030990600586,-8.00390625
Decentralized,20,47.0,8,1178,-192.077987670898,-13.646484375
Decentralized,20,47.0,9,1178,-228.069290161133,-20.3076171875
Decentralized,20,47.0,10,1178,-219.462661743164,17.2109375
Decentralized,20,47.0,11,1178,-187.949676513672,-3.0224609375
Decentralized,20,47.0,12,1178,-201.928588867188,-23.091796875
Decentralized,20,47.0,13,1178,-205.925491333008,8.767578125
