strategy,droneCount,maxAngle,droneID,timeStamp,x,y
decentralizedWeighted,20,45.0,32480691673,6866,8.76577281951904,42.6361808776855
decentralizedWeighted,20,45.0,32665241060,6866,-21.3291759490967,30.2326946258545
decentralizedWeighted,20,45.0,32849790447,6866,-60.3718223571777,60.9983825683594
decentralizedWeighted,20,45.0,33034339834,6866,-129.424667358398,-69.2512435913086
decentralizedWeighted,20,45.0,33218889221,6866,-110.857582092285,2.91362047195435
decentralizedWeighted,20,45.0,33403438608,6866,-51.4960174560547,-18.7365951538086
decentralizedWeighted,20,45.0,33587987995,6866,-70.7888259887695,2.42560529708862
decentralizedWeighted,20,45.0,33772537382,6866,-110.530097961426,-41.7279281616211
decentralizedWeighted,20,45.0,33957086769,6866,-49.1045799255371,-87.0954971313477
decentralizedWeighted,20,45.0,34141636156,6866,-149.757873535156,-29.5535640716553
decentralizedWeighted,20,45.0,34326185543,6866,-24.1736831665039,-32.242015838623
decentralizedWeighted,20,45.0,34510734930,6866,-16.5748882293701,90.0611038208008
